"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Title 2","Title 2 Length","Title 2 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Description 2","Meta Description 2 Length","Meta Description 2 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://albaniavisit.com/travel-guide/best-esim-balkans/","text/html; charset=utf-8","200","OK","Indexable","","Balkans eSIM | Visit Albania","28","247","","0","0","Discover the best eSIMs for the Balkans in 2025. Unlimited data, budget-friendly plans, and seamless activation across Albania, Montenegro, and more.","149","929","","0","0","","0","Balkans eSIM","12","Discover the Land of The Eagles","31","Best eSIM for the Balkans","25","How to Pick the Best eSIM","25","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/travel-guide/best-esim-balkans/","","","","","","488042","101192","101192","39.433","","6994","1071","6.530","58.791","Fairly Hard","10.804","1","2","","800","401","0","19.960","150","73","0","49","17","0","","","","","42d55543b26cf1039c4a0421ea62ba71","0.152","Mon, 13 Oct 2025 07:14:14 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/travel-guide/best-esim-balkans/","2025-10-13 19:35:56"
"https://flights.albaniavisit.com/","text/html; charset=utf-8","200","OK","Indexable","","Find the Cheapest Flight Tickets to Albania | Low Price Guarantee","65","584","","0","0","Get the cheapest Albania flights - we search 100+ sites and show you the lowest prices. Book cheap roundtrip tickets & get our Lowest Price Guarantee!","150","934","","0","0","cheap flights, Albania travel, discount airfare, Albania flights, budget travel","79","","0","","0","Popular Destinations","20","Frequently Asked Questions","26","index, follow","","","https://flights.albaniavisit.com/","","","","","","29126","7512","7512","2.927","","523","75","6.973","65.497","Normal","10.760","1","0","","5102","1758","0","87.510","11","11","0","0","0","0","","","","","553e0dada1b3bd86c6f10f1d9910fcec","0.368","","","","","en","1.1","","","","","","https://flights.albaniavisit.com/","2025-10-13 19:35:56"
"https://albaniavisit.com/destinations/saranda/","text/html; charset=UTF-8","200","OK","Indexable","","Discover Saranda - Albania","26","239","","0","0","On the Albanian Riviera, Saranda delights travelers with its Mediterranean sunshine, blue bay waters, historic attractions and lively seaside promenade.","152","929","","0","0","","0","Saranda","7","Discover the Land of The Eagles","31","Why Visit","9","Best Time to Visit","18","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/destinations/saranda/","","","","","","480911","101549","101549","39.572","","6861","981","6.994","58.909","Fairly Hard","10.721","1","2","","2186","895","0","44.550","156","71","0","10","10","0","","","","","5b5a381a395c3fabbd4d6568bfefb70a","2.075","Tue, 14 Oct 2025 00:35:56 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/destinations/saranda/","2025-10-13 19:35:54"
"https://albaniavisit.com/destinations/puke/","text/html; charset=UTF-8","200","OK","Indexable","","Pukë - Visit Albania's Rugged Alpine Mountain Escape","52","477","","0","0","Explore Pukë, Northern Albania's captivating blend of history, nature, and culture. Uncover its beauty, from majestic mountains & charming villages to rich culture.","164","994","","0","0","","0","Pukë","4","Discover the Land of The Eagles","31","Why Visit Pukë","14","Thrilling Outdoor Pursuits","26","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/destinations/puke/","","","","","","565963","106644","106644","41.557","","6796","1001","6.789","56.761","Fairly Hard","9.192","1","2","","2122","891","0","44.350","155","75","0","28","17","0","","","","","f4247ba759713d79d86018e069ed5517","2.540","Tue, 14 Oct 2025 00:35:57 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/destinations/puke/","2025-10-13 19:35:55"
"https://albaniavisit.com/travel-guide/albanian-social-etiquette-guide/","text/html; charset=utf-8","200","OK","Indexable","","Albanian Social Etiquette - What Travelers Should Know","54","496","","0","0","Straight-talk etiquette for Albania: greetings, nods, coffee culture, home visits, tipping, dress at mosques/churches, smoking rules, business, key phrases.","156","939","","0","0","","0","Albania Social Etiquette","24","Discover the Land of The Eagles","31","What Travelers Should Know","26","Greetings","9","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/travel-guide/albanian-social-etiquette-guide/","","","","","","455841","96881","96881","37.753","","6436","975","6.601","61.194","Normal","10.664","1","2","","755","377","0","18.770","150","73","0","9","9","0","","","","","7bffe8495d03f5f4bd705805560c2a4a","0.346","Mon, 13 Oct 2025 07:03:23 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/travel-guide/albanian-social-etiquette-guide/","2025-10-13 19:35:57"
"https://albaniavisit.com/destinations/bajram-curri/","text/html; charset=UTF-8","200","OK","Indexable","","Bajram Curri - Authentic Blend of History, Culture & Nature","59","517","","0","0","From its rich history and diverse culture to its stunning natural landscapes, find out why Bajram Curri is a must-visit.","120","713","","0","0","","0","Bajram Curri","12","Discover the Land of The Eagles","31","Why Visit","9","History","7","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/destinations/bajram-curri/","","","","","","458581","97603","97603","38.034","","6974","983","7.095","58.383","Fairly Hard","11.428","1","2","","464","233","0","11.600","150","74","0","9","9","0","","","","","77687622a61ef2419d2b6adc7039733d","3.033","Tue, 14 Oct 2025 00:35:59 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/destinations/bajram-curri/","2025-10-13 19:35:56"
"https://albaniavisit.com/travel-guide/albania-outdoor-adventure-guide/","text/html; charset=UTF-8","200","OK","Indexable","","The Ultimate Guide to Outdoor Activities in Albania for 2025","60","533","","0","0","Conquer iconic trails, kayak pristine lakes, mountain bike through villages, and more with this comprehensive guide to outdoor adventures across Albania.","153","945","","0","0","","0","Outdoor Adventure Guide","23","Discover the Land of The Eagles","31","Albania Unleashed","17","Conquering Peaks and Trails","27","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/travel-guide/albania-outdoor-adventure-guide/","","","","","","458787","96949","96949","37.779","","6626","954","6.945","56.862","Fairly Hard","11.035","1","2","","3324","891","0","44.350","151","74","0","9","9","0","","","","","bf7591129884ff66c58f8d9d11f19114","2.748","Tue, 14 Oct 2025 00:35:59 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/travel-guide/albania-outdoor-adventure-guide/","2025-10-13 19:35:57"
"https://albaniavisit.com/activities/historical-sites/","text/html; charset=UTF-8","200","OK","Indexable","","Albania's Ruins Offer Adventure Into Europe's Early History","59","517","","0","0","Ancient sites across Albania give insights into past civilizations that shaped the region including hilltop fortresses, seaside theaters and UNESCO sites.","154","924","","0","0","","0","Historical Sightseeing","22","attractions","11","Albania’s Captivating Ancient Ruins","35","Greek Coastal Settlements","25","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/activities/historical-sites/","","","","","","631178","104929","104929","40.889","","6528","955","6.836","54.646","Fairly Hard","7.743","1","2","","1350","675","0","33.600","238","100","0","6","6","0","","","","","e0e507094b406a06780855383cc24d7e","3.680","Tue, 14 Oct 2025 00:36:00 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/activities/historical-sites/","2025-10-13 19:35:56"
"https://albaniavisit.com/destinations/apollonia/","text/html; charset=utf-8","200","OK","Indexable","","The Apollonia Archaeological Park: A Window into the Past","57","523","","0","0","Discover the ancient ruins of Apollonia to explore a piece of Albania's rich history. Walk amid well-preserved artifacts from a city that once shaped Mediterranean culture.","172","1036","","0","0","","0","Apollonia","9","Discover the Land of The Eagles","31","Why Visit Apollonia","19","Things To See and Do","20","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/destinations/apollonia/","","","","","","483974","100281","100281","39.078","","6377","939","6.791","56.492","Fairly Hard","10.088","1","2","","2152","891","0","44.350","155","74","0","9","9","0","","","","","f7e0995e4fa52ebec237585f02301e52","0.238","Tue, 14 Oct 2025 00:17:53 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/destinations/apollonia/","2025-10-13 19:35:59"
"https://albaniavisit.com/destinations/lezhe/","text/html; charset=UTF-8","200","OK","Indexable","","Discover Lezhë - Albania's Perfect Blend of History & Nature","60","532","","0","0","Uncover the wonders of Lezhë, Albania, with its rich history, breathtaking landscapes, and vibrant culture. Immerse yourself in this enchanting destination.","156","950","","0","0","","0","Lezhë","5","Discover the Land of The Eagles","31","A Brief History of Lezhë","24","Must-Visit Attractions in Lezhë","31","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/destinations/lezhe/","","","","","","466738","98861","98861","38.524","","6644","945","7.031","57.455","Fairly Hard","10.827","1","2","","2140","891","0","44.350","153","78","0","9","9","0","","","","","61a74300caf99ba829de11802f4de07d","3.218","Tue, 14 Oct 2025 00:36:00 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/destinations/lezhe/","2025-10-13 19:35:57"
"https://albaniavisit.com/destinations/gjipe/","text/html; charset=utf-8","200","OK","Indexable","","Discover Gjipe Beach - Albania’s Hidden Canyon Paradise","55","508","","0","0","Gjipe Beach is a must-visit destination for anyone traveling to Albania who loves nature, beaches, hiking, and exploring off-the-beaten-path destinations.","154","936","","0","0","","0","Gjipe Beach","11","Discover the Land of The Eagles","31","Albania’s Hidden Canyon Paradise","32","Getting There","13","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/destinations/gjipe/","","","","","","580986","107997","107997","42.085","","7447","1057","7.045","62.043","Normal","9.504","1","2","","495","251","0","12.490","160","80","0","15","15","0","","","","","2ad871e11689581bc4c95852347a29db","0.155","Mon, 13 Oct 2025 07:02:13 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/destinations/gjipe/","2025-10-13 19:36:00"
"https://albaniavisit.com/attractions/ancient-illyrian-tombs-of-selca/","text/html; charset=utf-8","200","OK","Indexable","","Discover Selca's Tombs: Albania's Ancient Illyrian Heritage","59","519","","0","0","Unearth the mysteries of the ancient Illyrian civilization. Visit the intriguing tombs of Selca, a testament to a rich cultural heritage.","137","792","","0","0","","0","Ancient Illyrian Tombs of Selca","31","Discover the Land of The Eagles","31","The Illyrian Tombs’ Cultural Importance","39","Chapter 6","9","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/attractions/ancient-illyrian-tombs-of-selca/","","","","","","453489","95975","95975","37.400","","6118","878","6.968","57.195","Fairly Hard","10.381","1","2","","244","124","0","6.170","150","71","0","9","9","0","","","","","ebb3ab70a24bfed21eb9c644a48f9568","0.196","Mon, 13 Oct 2025 07:45:19 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/attractions/ancient-illyrian-tombs-of-selca/","2025-10-13 19:36:01"
"https://albaniavisit.com/natural-wonders/","text/html; charset=UTF-8","200","OK","Non-Indexable","noindex","Discover Albania's Natural Beauty From Mountains to Beaches","59","554","","0","0","Experience the beauty of Albania's natural wonders, like the Accursed Mountains, Ksamil Islands, Lura forests, the Vjosa River, and more.","137","841","","0","0","","0","Natural Wonders","15","Discover the Land of The Eagles","31","Chapter 6","9","","0","follow, noindex","","","","","","","","","374761","84111","84111","32.777","","5621","796","7.062","57.288","Fairly Hard","11.012","1","1","","900","891","0","44.350","99","73","0","6","6","0","","","","","995c3dd1aa50650d88a3218ab70a53bb","3.376","Tue, 14 Oct 2025 00:36:01 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/natural-wonders/","2025-10-13 19:35:58"
"https://albaniavisit.com/attractions/karaburun-sazan-marine-national-park/","text/html; charset=UTF-8","200","OK","Indexable","","Discover Albania's Karaburun-Sazan Marine National Park","55","514","","0","0","Explore the vibrant marine life and landscapes of Albania's Karaburun-Sazan Marine National Park. Discover a haven for nature enthusiasts and conservationists.","159","996","","0","0","","0","Karaburun-Sazan Marine National Park","36","Discover the Land of The Eagles","31","A Haven for Marine Biodiversity","31","A Paradise for Marine Life","26","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/attractions/karaburun-sazan-marine-national-park/","","","","","","452656","95689","95689","37.288","","5958","868","6.864","57.902","Fairly Hard","10.113","1","2","","259","132","0","6.570","152","78","0","9","9","0","","","","","5b007edd26dd0a4aa7a86a19e63f1f6f","2.806","Tue, 14 Oct 2025 00:36:03 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/attractions/karaburun-sazan-marine-national-park/","2025-10-13 19:36:00"
"https://albaniavisit.com/cars/transfers","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","1","","1691","890","0","44.300","0","0","0","0","0","0","","","","","","1.681","","https://albaniavisit.com/cars/transfers/","HTTP Redirect","","","1.1","","","","","","https://albaniavisit.com/cars/transfers","2025-10-13 19:36:01"
"https://albaniavisit.com/wp-content/uploads/breeze/google/gtag.js?id=UA-208334518-1","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.182","Fri, 10 Oct 2025 05:40:44 GMT","","","","","1.1","","","","","","https://albaniavisit.com/wp-content/uploads/breeze/google/gtag.js?id=UA-208334518-1","2025-10-13 19:36:03"
"https://albaniavisit.com/travel-guide/rental-car-albania/","text/html; charset=UTF-8","200","OK","Indexable","","Renting a Car in Albania - Your Ultimate Car Rental Guide","57","507","","0","0","Discover tips for renting a car in Albania, from pickup locations and travel seasons to driving laws, hidden costs, safety guidance and underrated destinations.","160","971","","0","0","","0","Renting a Car in Albania","24","Discover the Land of The Eagles","31","Find the Best Deals","19","Why Rent a Car in Albania?","26","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/travel-guide/rental-car-albania/","","","","","","492982","103691","103691","40.407","","6956","1038","6.701","60.667","Normal","10.484","1","2","","806","401","0","19.960","162","79","0","24","12","0","","","","","fc63bf34a650382a90ef7bc746e10987","2.872","Tue, 14 Oct 2025 00:36:03 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/travel-guide/rental-car-albania/","2025-10-13 19:36:00"
"https://albaniavisit.com/attractions/byllis-archaeological-park/","text/html; charset=utf-8","200","OK","Indexable","","Byllis Archaeological Park | Albania’s Hilltop Ancient City","59","500","","0","0","Walk Illyrian, Roman and Byzantine ruins at Byllis—walls, a 7,500‑seat theater and 6th‑century mosaics—plus current hours, ticket prices and tips.","146","894","","0","0","","0","Byllis Archaeological Park","26","Discover the Land of The Eagles","31","Albania’s Archaeological Marvel Beyond the Tourist Trail","56","Getting There","13","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/attractions/byllis-archaeological-park/","","","","","","549860","106736","106736","41.593","","7233","1117","6.475","61.134","Normal","9.855","1","2","","268","135","0","6.720","156","74","0","11","11","0","","","","","ad4e1199bcd3362847c1a59744aecbf2","0.154","Mon, 13 Oct 2025 08:56:16 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/attractions/byllis-archaeological-park/","2025-10-13 19:36:03"
"https://albaniavisit.com/attractions/theth-national-park/","text/html; charset=UTF-8","200","OK","Indexable","","Theth National Park – Visit Albania’s Untamed Wilderness","56","518","","0","0","Nestled near Albania's borders with Montenegro and Kosovo, Theth National Park delivers scenic trails and historic villages for tourists.","137","831","","0","0","","0","Theth National Park","19","Discover the Land of The Eagles","31","Exploring Albania’s Untouched Wilderness","40","Reaching the Untrammeled Wilderness","35","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/attractions/theth-national-park/","","","","","","469333","96802","96802","37.722","","5925","859","6.898","57.577","Fairly Hard","9.717","1","2","","239","121","0","6.020","155","76","0","9","9","0","","","","","96f8ef1d3dd8244b523319348111a6f","2.918","Tue, 14 Oct 2025 00:36:03 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/attractions/theth-national-park/","2025-10-13 19:36:00"
"https://albaniavisit.com/destinations/durres/","text/html; charset=utf-8","200","OK","Indexable","","Durrës - Albania's Vibrant Coastal City | Visit Albania","55","464","","0","0","Discover Durrës, Albania, where history meets modernity. Explore ancient ruins and relax on beautiful beaches, and immerse yourself in a rich cultural tapestry.","160","974","","0","0","","0","Durrës","6","Discover the Land of The Eagles","31","Why Visit","9","Things to See & Do","18","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/destinations/durres/","","","","","","488996","100377","100377","39.115","","6576","958","6.864","58.430","Fairly Hard","10.177","1","2","","2153","893","0","44.450","156","75","0","9","9","0","","","","","fb845a344a3f04349eaa8219f4271570","0.281","Mon, 13 Oct 2025 06:44:18 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/destinations/durres/","2025-10-13 19:36:03"
