id,object_type,slug,seo_title,seo_description,is_pillar_content,focus_keyword,seo_score,robots,advanced_robots,canonical_url,primary_term,schema_data,social_facebook_thumbnail,social_facebook_title,social_facebook_description,social_twitter_thumbnail,social_twitter_title,social_twitter_description,redirect_to,redirect_type
"57950","post","hotel-vivas","","","no","","","","","","","","","","","","","","",""
"57957","post","hotel-millennium","","","no","","","","","","","","","","","","","","",""
"57964","post","te-stela-resort-spa","","","no","","","","","","","","","","","","","","",""
"57971","post","hotel-dyrrah","","","no","","","","","","","","","","","","","","",""
"57981","post","hotel-victoria-tirana","","","no","","","","","","","","","","","","","","",""
"57988","post","aragosta-hotel-restaurant","","","no","","","","","","","","","","","","","","",""
"57995","post","hotel-marub","","","no","","","","","","","","","","","","","","",""
"58003","post","vila-belvedere","","","no","","","","","","","","","","","","","","",""
"58014","post","hotel-arvi","","","no","","","","","","","","","","","","","","",""
"58025","post","albanian-star-hotel","","","no","","","","","","","","","","","","","","",""
"58033","post","hotel-doro-city-2","","","no","","","","","","","","","","","","","","",""
"58045","post","hotel-majestic","","","no","","","","","","","","","","","","","","",""
"58058","post","harmony-hotel","","","no","","","","","","","","","","","","","","",""
"58070","post","hotel-saranda-international","","","no","","","","","","","","","","","","","","",""
"58085","post","arber-hotel","","","no","","","","","","","","","","","","","","",""
"58093","post","hotel-nais","","","no","","","","","","","","","","","","","","",""
"58102","post","oxford-hotel","","","no","","","","","","","","","","","","","","",""
"58113","post","jolly-city-center-hotel","","","no","","","","","","","","","","","","","","",""
"58125","post","hotel-blue-sky","","","no","","","","","","","","","","","","","","",""
"58139","post","classic-hotel","","","no","","","","","","","","","","","","","","",""
"58157","post","padam-boutique-hotel","","","no","","","","","","","","","","","","","","",""
"58164","post","the-rooms-serviced-apartments-tirana","","","no","","","","","","","","","","","","","","",""
"58171","post","hotel-pik-loti","","","no","","","","","","","","","","","","","","",""
"58178","post","hotel-sokrat","","","no","","17","","","","","","","","","","","","",""
"58188","post","hotel-restaurant-bujtina-e-gjelit","","","no","","","","","","","","","","","","","","",""
"58195","post","grand-hotel-spa-tirana","","","no","","","","","","","","","","","","","","",""
"58202","post","hotel-dollari","","","no","","","","","","","","","","","","","","",""
"58219","post","hotel-elysee-2","","","no","","","","","","","","","","","","","","",""
"58231","post","drini-hotel","","","no","","","","","","","","","","","","","","",""
"58255","post","hotel-tradita","","","no","","","","","","","","","","","","","","",""
"58262","post","xheko-imperial-luxury-hotel-spa","","","no","","19","","","","","","","","","","","","",""
"58269","post","hotel-gjirokastra","","","no","","","","","","","","","","","","","","",""
"58276","post","hotel-green","","","no","","","","","","","","","","","","","","",""
"58283","post","monarc-hotel","","","no","","","","","","","","","","","","","","",""
"58290","post","hotel-3a","","","no","","","","","","","","","","","","","","",""
"58297","post","freddys-hotel","","","no","","","","","","","","","","","","","","",""
"58304","post","villa-gjecaj-guesthouse-and-restaurant","","","no","","","","","","","","","","","","","","",""
"58314","post","green-house-hotel-restaurant","","","no","","","","","","","","","","","","","","",""
"58321","post","golden-city-hotel-spa-tirana","","","no","","","","","","","","","","","","","","",""
"58336","post","hotel-benilva","","","no","","","","","","","","","","","","","","",""
"58343","post","iliria-internacional-hotel","","","no","","","","","","","","","","","","","","",""
"58350","post","hotel-cajupi","","","no","","","","","","","","","","","","","","",""
"58357","post","hotel-kaduku","","","no","","","","","","","","","","","","","","",""
"58364","post","marea-resort","","","no","","","","","","","","","","","","","","",""
"58371","post","bougainville-bay-apartments","","","no","","","","","","","","","","","","","","",""
"58378","post","signature-idea-hotel","","","no","","","","","","","","","","","","","","",""
"58385","post","hotel-partner","","","no","","","","","","","","","","","","","","",""
"58392","post","hotel-argenti","","","no","","","","","","","","","","","","","","",""
"58399","post","hotel-valz","","","no","","","","","","","","","","","","","","",""
"58409","post","brilant-antik-hotel","","","no","","","","","","","","","","","","","","",""
"58416","post","natyral-razma-resort","","","no","","","","","","","","","","","","","","",""
"58423","post","hotel-oresti-center","","","no","","","","","","","","","","","","","","",""
"58430","post","great-alexander-suites","","","no","","","","","","","","","","","","","","",""
"58440","post","hotel-regency","","","no","","","","","","","","","","","","","","",""
"58447","post","tripnhostel","","","no","","","","","","","","","","","","","","",""
"58454","post","hotel-fieri","","","no","","","","","","","","","","","","","","",""
"58461","post","areela-boutique-hotel","","","no","","","","","","","","","","","","","","",""
"58468","post","hotel-bologna","","","no","","","","","","","","","","","","","","",""
"58476","post","white-city-hotel","","","no","","","","","","","","","","","","","","",""
"58482","post","bristol-hotel-tirana","","","no","","","","","","","","","","","","","","",""
"58489","post","hotel-martini","","","no","","","","","","","","","","","","","","",""
"58496","post","epirus-hotel","","","no","","","","","","","","","","","","","","",""
"58503","post","porto-eda-hotel","","","no","","","","","","","","","","","","","","",""
"58517","post","hotel-bermon","","","no","","","","","","","","","","","","","","",""
"58524","post","hotel-vila-kerciku","","","no","","","","","","","","","","","","","","",""
"58531","post","hotel-vila-60","","","no","","","","","","","","","","","","","","",""
"58538","post","hotel-villa-margarit","","","no","","","","","","","","","","","","","","",""
"58548","post","life-gallery-hotel","","","no","","","","","","","","","","","","","","",""
"58555","post","hotel-jaroal","","","no","","","","","","","","","","","","","","",""
"58565","post","hotel-senator","","","no","","","","","","","","","","","","","","",""
"58572","post","hotel-restaurant-dreri","","","no","","","","","","","","","","","","","","",""
"58579","post","hotel-livia","","","no","","","","","","","","","","","","","","",""
"58586","post","lake-shkodra-resort","","","no","","","","","","","","","","","","","","",""
"58596","post","hotel-kaonia","","","no","","","","","","","","","","","","","","",""
"58606","post","palma-city-hotel","","","no","","","","","","","","","","","","","","",""
"58616","post","hotel-panorama-kruje-view-on-the-castle-and-the-old-town","","","no","","","","","","","","","","","","","","",""
"58623","post","mustafaraj-apartments-ksamil","","","no","","","","","","","","","","","","","","",""
"58633","post","royal-blue-hotel","","","no","","","","","","","","","","","","","","",""
"58643","post","hotel-vola","","","no","","17","","","","","","","","","","","","",""
"58243","post","hotel-relax","","","no","","","","","","","","","","","","","","",""
"58653","post","hotel-brilant-saranda","","","no","","","","","","","","","","","","","","",""
"58660","post","hotel-kamomil","","","no","","","","","","","","","","","","","","",""
"58667","post","rapos-resort-hotel","","","no","","","","","","","","","","","","","","",""
"58677","post","hotel-bahamas","","","no","","","","","","","","","","","","","","",""
"58684","post","hotel-berati","","","no","","","","","","","","","","","","","","",""
"58691","post","sky-2-hotel-tirana","","","no","","","","","","","","","","","","","","",""
"58698","post","apartments-kaloj","","","no","","","","","","","","","","","","","","",""
"58708","post","hotel-royal-saranda","","","no","","","","","","","","","","","","","","",""
"58718","post","hotel-ari","","","no","","","","","","","","","","","","","","",""
"58725","post","yard-paradise-rooms-dhermi","","","no","","","","","","","","","","","","","","",""
"58732","post","hotel-victoria","","","no","","","","","","","","","","","","","","",""
"58739","post","apartments-serxhio","","","no","","","","","","","","","","","","","","",""
"58749","post","bujtina-kodiket-guesthouse","","","no","","","","","","","","","","","","","","",""
"58760","post","sarotel-boutique-hotel","","","no","","","","","","","","","","","","","","",""
"58767","post","adriatik-hotel-bw-premier-collection","","","no","","","","","","","","","","","","","","",""
"58774","post","farma-sotira","","","no","","","","","","","","","","","","","","",""
"58781","post","bed-and-breakfast-kotoni","","","no","","","","","","","","","","","","","","",""
"58791","post","hotel-nais-beach","","","no","","","","","","","","","","","","","","",""
"58798","post","vila-arber","","","no","","","","","","","","","","","","","","",""
"58805","post","hotel-dodona","","","no","","","","","","","","","","","","","","",""
"58815","post","hotel-the-first","","","no","","","","","","","","","","","","","","",""
"58822","post","villa-erdeti-studio-apartment","","","no","","","","","","","","","","","","","","",""
"58832","post","hotel-soan","","","no","","","","","","","","","","","","","","",""
"58842","post","hotel-mangalemi","","","no","","","","","","","","","","","","","","",""
"58849","post","hotel-agimi","","","no","","","","","","","","","","","","","","",""
"58856","post","hotel-adriatik-2","","","no","","","","","","","","","","","","","","",""
"58863","post","kruja-hotel","","","no","","","","","","","","","","","","","","",""
"58870","post","hotel-nika","","","no","","","","","","","","","","","","","","",""
"58884","post","hotel-sarajet-e-pashait-1","","","no","","","","","","","","","","","","","","",""
"58894","post","palace-hotel-spa","","","no","","","","","","","","","","","","","","",""
"58901","post","hotel-liss","","","no","","","","","","","","","","","","","","",""
"58908","post","hotel-kocibelli-pool-spa","","","no","","","","","","","","","","","","","","",""
"58915","post","hotel-visad","","","no","","","","","","","","","","","","","","",""
"58925","post","hotel-strora","","","no","","","","","","","","","","","","","","",""
"58932","post","hotel-bleta","","","no","","","","","","","","","","","","","","",""
"58939","post","flutura-apartments","","","no","","","","","","","","","","","","","","",""
"58949","post","perla-hotel","","","no","","","","","","","","","","","","","","",""
"58958","post","2-kitarrat-boutique-hotel-spa","","","no","","","","","","","","","","","","","","",""
"58965","post","hotel-dardha","","","no","","","","","","","","","","","","","","",""
"58972","post","vh-broadway-tirana-hotel","","","no","","","","","","","","","","","","","","",""
"58979","post","apartments-cerro","","","no","","","","","","","","","","","","","","",""
"58989","post","stephen-center-bb","","","no","","","","","","","","","","","","","","",""
"58996","post","hotel-verzaci","","","no","","","","","","","","","","","","","","",""
"59003","post","mi-casa-es-tu-casa-shkodra-backpackers-hostel","","","no","","","","","","","","","","","","","","",""
"59013","post","hotel-rosa-blu","","","no","","","","","","","","","","","","","","",""
"59020","post","olympia-hotel","","","no","","","","","","","","","","","","","","",""
"59027","post","guva-mangalem-hotel-restaurant","","","no","","","","","","","","","","","","","","",""
"59039","post","hotel-villa-fernando-tirana","","","no","","","","","","","","","","","","","","",""
"59046","post","cada-view","","","no","","","","","","","","","","","","","","",""
"59053","post","hotel-liro-adults-only","","","no","","","","","","","","","","","","","","",""
"59081","post","hotel-villa-tafaj","","","no","","","","","","","","","","","","","","",""
"59088","post","hotel-jurgen","","","no","","","","","","","","","","","","","","",""
"59113","post","la-boheme-hotel","","","no","","","","","","","","","","","","","","",""
"59120","post","boutique-hotel-muzaka-historic-center","","","no","","","","","","","","","","","","","","",""
"59127","post","hotel-1-maji","","","no","","","","","","","","","","","","","","",""
"59134","post","llogora-tourist-village","","","no","","","","","","","","","","","","","","",""
"59141","post","hotel-garden","","","no","","","","","","","","","","","","","","",""
"59155","post","hotel-italia","","","no","","","","","","","","","","","","","","",""
"59162","post","hotel-vila-zeus","","","no","","","","","","","","","","","","","","",""
"59169","post","hotel-olympia-touristic-village","","","no","","","","","","","","","","","","","","",""
"59179","post","hotel-vila-verde-city-center","","","no","","","","","","","","","","","","","","",""
"59186","post","joel-residence","","","no","","","","","","","","","","","","","","",""
"59196","post","castle-hotel","","","no","","","","","","","","","","","","","","",""
"59206","post","guesthouse-hostel-lorenc","","","no","","","","","","","","","","","","","","",""
"59213","post","perivolos-apartments","","","no","","","","","","","","","","","","","","",""
"59223","post","espana-aparthotel","","","no","","","","","","","","","","","","","","",""
"59230","post","hotel-semajo","","","no","","","","","","","","","","","","","","",""
"59238","post","hotel-enkelana","","","no","","","","","","","","","","","","","","",""
"59245","post","chalet-ambel","","","no","","","","","","","","","","","","","","",""
"59255","post","hotel-kolagji","","","no","","","","","","","","","","","","","","",""
"59265","post","hotel-lyhnidas","","","no","","","","","","","","","","","","","","",""
"59272","post","guesthouse-bimbli","","","no","","","","","","","","","","","","","","",""
"59279","post","hotel-gjallica","","","no","","","","","","","","","","","","","","",""
"59286","post","myslym-shyris-apartments","","","no","","","","","","","","","","","","","","",""
"59293","post","edva-resort","","","no","","","","","","","","","","","","","","",""
"59303","post","cocktail-dreams-hotel-saranda","","","no","","","","","","","","","","","","","","",""
"59313","post","mucobega-hotel","","","no","","","","","","","","","","","","","","",""
"59322","post","portafortuna-apartments","","","no","","","","","","","","","","","","","","",""
"59332","post","casa-noste-apartments","","","no","","","","","","","","","","","","","","",""
"59342","post","aste-guesthouse","","","no","","","","","","","","","","","","","","",""
"59349","post","hotel-monarch","","","no","","","","","","","","","","","","","","",""
"59356","post","dhima-hotel","","","no","","","","","","","","","","","","","","",""
"59373","post","hotel-mustang","","","no","","","","","","","","","","","","","","",""
"59380","post","himara-hostel","","","no","","","","","","","","","","","","","","",""
"59390","post","akropoli-hotel","","","no","","","","","","","","","","","","","","",""
"59397","post","hotel-ceko","","","no","","","","","","","","","","","","","","",""
"59404","post","hotel-panorama-sarande","","","no","","","","","","","","","","","","","","",""
"59414","post","villa-paja","","","no","","","","","","","","","","","","","","",""
"59424","post","hotel-panorama","","","no","","","","","","","","","","","","","","",""
"59434","post","kadrisa-hotel","","","no","","","","","","","","","","","","","","",""
"59441","post","zace-studios","","","no","","","","","","","","","","","","","","",""
"59448","post","hotel-palma","","","no","","","","","","","","","","","","","","",""
"59458","post","al-bon-park","","","no","","","","","","","","","","","","","","",""
"59463","post","hotel-klea","","","no","","","","","","","","","","","","","","",""
"59470","post","hotel-floga","","","no","","","","","","","","","","","","","","",""
"59477","post","hotel-flamingo","","","no","","","","","","","","","","","","","","",""
"59484","post","best-western-premier-ark-hotel","","","no","","","","","","","","","","","","","","",""
"59491","post","hotel-belgrad-mangalem","","","no","","","","","","","","","","","","","","",""
"59498","post","hotel-blini","","","no","","","","","","","","","","","","","","",""
"59505","post","rooms-emiliano-castle-of-kruja","","","no","","","","","","","","","","","","","","",""
"59507","post","aurelis-hotel","","","no","","","","","","","","","","","","","","",""
"59514","post","grand-white-city-hotel","","","no","","","","","","","","","","","","","","",""
"59521","post","hostel-durres","","","no","","","","","","","","","","","","","","",""
"59528","post","hotel-ble-ble-vlore","","","no","","","","","","","","","","","","","","",""
"59538","post","hotel-pogradeci","","","no","","","","","","","","","","","","","","",""
"59545","post","myksamil-apartments","","","no","","","","","","","","","","","","","","",""
"59555","post","villa-pepeto-durres-albania","","","no","","","","","","","","","","","","","","",""
"59562","post","villa-august-ksamil","","","no","","","","","","","","","","","","","","",""
"59571","post","apartments-himara-premium","","","no","","","","","","","","","","","","","","",""
"59581","post","golem-apartments","","","no","","","","","","","","","","","","","","",""
"59591","post","pemaj-hostel","","","no","","","","","","","","","","","","","","",""
"59599","post","hotel-relax-city-center","","","no","","","","","","","","","","","","","","",""
"59606","post","baci-apartments","","","no","","","","","","","","","","","","","","",""
"59616","post","vila-57-hotel","","","no","","","","","","","","","","","","","","",""
"59623","post","klajdi-resort-spa","","","no","","","","","","","","","","","","","","",""
"59630","post","guest-house-hava-baci","","","no","","","","","","","","","","","","","","",""
"59640","post","magic-ionian-apartments-rooms","","","no","","","","","","","","","","","","","","",""
"59650","post","vila-ahmeti","","","no","","","","","","","","","","","","","","",""
"59657","post","apartments-piazza","","","no","","","","","","","","","","","","","","",""
"59667","post","hotel-mali-i-robit","","","no","","","","","","","","","","","","","","",""
"59677","post","hotel-bylis","","","no","","","","","","","","","","","","","","",""
"59684","post","season-inn","","","no","","","","","","","","","","","","","","",""
"59694","post","jb-hotel","","","no","","","","","","","","","","","","","","",""
"59704","post","hotel-comfort","","","no","","","","","","","","","","","","","","",""
"59711","post","itaka-hotel","","","no","","","","","","","","","","","","","","",""
"59722","post","guesthouse-arben-elezi","","","no","","","","","","","","","","","","","","",""
"59729","post","central-apartments-shoshi","","","no","","","","","","","","","","","","","","",""
"59739","post","hotel-kaceli","","","no","","","","","","","","","","","","","","",""
"59746","post","apartments-wonderful-bay","","","no","","","","","","","","","","","","","","",""
"59756","post","oruci-apartments","","","no","","","","","","","","","","","","","","",""
"59763","post","ramis-hotel-outdoor-sports-center","","","no","","","","","","","","","","","","","","",""
"59770","post","demi-hotel","","","no","","","","","","","","","","","","","","",""
"59777","post","hotel-buza","","","no","","","","","","","","","","","","","","",""
"59784","post","karos-hotel-llaman","","","no","","","","","","","","","","","","","","",""
"59795","post","jolly-hotel","","","no","","","","","","","","","","","","","","",""
"59802","post","velco-bb-himara","","","no","","","","","","","","","","","","","","",""
"59812","post","guest-house-solive","","","no","","","","","","","","","","","","","","",""
"59823","post","hotel-alpha","","","no","","","","","","","","","","","","","","",""
"59833","post","hotel-george","","","no","","","","","","","","","","","","","","",""
"59840","post","apartment-plaisir","","","no","","","","","","","","","","","","","","",""
"59847","post","hotel-guri","","","no","","","","","","","","","","","","","","",""
"59858","post","apartment-eurocoli-rezidence","","","no","","","","","","","","","","","","","","",""
"59868","post","coral-hotel-resort","","","no","","","","","","","","","","","","","","",""
"59875","post","hotel-apartments-ardo","","","no","","","","","","","","","","","","","","",""
"59885","post","ksamil-apartments","","","no","","","","","","","","","","","","","","",""
"59896","post","villa-arberia","","","no","","","","","","","","","","","","","","",""
"59903","post","hotel-ideal","","","no","","","","","","","","","","","","","","",""
"59910","post","brian-hotel","","","no","","","","","","","","","","","","","","",""
"59920","post","hotel-gjilani","","","no","","","","","","","","","","","","","","",""
"59927","post","blue-bay-hotel","","","no","","","","","","","","","","","","","","",""
"59937","post","vivar-hotel","","","no","","","","","","","","","","","","","","",""
"59944","post","paradise-beach-hotel","","","no","","","","","","","","","","","","","","",""
"59951","post","berat-backpackers-hostel","","","no","","","","","","","","","","","","","","",""
"59962","post","the-wanderers-hostel","","","no","","","","","","","","","","","","","","",""
"59972","post","qiqi-hotel","","","no","","","","","","","","","","","","","","",""
"59979","post","heaven-beach-sarande","","","no","","","","","","","","","","","","","","",""
"59989","post","gardenland-resort","","","no","","","","","","","","","","","","","","",""
"59996","post","aleksander-aparthotel","","","no","","","","","","","","","","","","","","",""
"60004","post","villa-doka","","","no","","","","","","","","","","","","","","",""
"60011","post","apartment-villaggio-shehu","","","no","","","","","","","","","","","","","","",""
"60021","post","hotel-kompleks-joni","","","no","","","","","","","","","","","","","","",""
"60031","post","apartment-donend","","","no","","","","","","","","","","","","","","",""
"60039","post","resort-nord-park","","","no","","","","","","","","","","","","","","",""
"60046","post","hotel-grint","","","no","","","","","","","","","","","","","","",""
"60053","post","hotel-kalemi-2-2","","","no","","","","","","","","","","","","","","",""
"60060","post","guesthouse-fatos-biti","","","no","","","","","","","","","","","","","","",""
"60067","post","hotel-princi-i-vogel","","","no","","","","","","","","","","","","","","",""
"60074","post","riviera-rooms","","","no","","","","","","","","","","","","","","",""
"60084","post","hotel-alba-gert","","","no","","","","","","","","","","","","","","",""
"60091","post","johns-guesthouse","","","no","","","","","","","","","","","","","","",""
"60101","post","apartments-vila-emiliano","","","no","","","","","","","","","","","","","","",""
"60111","post","apartments-romario","","","no","","","","","","","","","","","","","","",""
"60121","post","luani-a-hotel","","","no","","","","","","","","","","","","","","",""
"60128","post","flower-garden-villa","","","no","","","","","","","","","","","","","","",""
"60135","post","ernest-apartments","","","no","","","","","","","","","","","","","","",""
"60145","post","vila-vasili","","","no","","","","","","","","","","","","","","",""
"60155","post","heksamil-hotel","","","no","","","","","","","","","","","","","","",""
"60165","post","guesthouse-villa-joannamattheo","","","no","","","","","","","","","","","","","","",""
"60172","post","hotel-pernoca","","","no","","","","","","","","","","","","","","",""
"60179","post","apart-hotel-llazari","","","no","","","","","","","","","","","","","","",""
"60189","post","villa-mondi","","","no","","","","","","","","","","","","","","",""
"60199","post","sunset-in-apartment","","","no","","","","","","","","","","","","","","",""
"60209","post","delmar-hotel-apart","","","no","","","","","","","","","","","","","","",""
"60219","post","villa-basilika","","","no","","","","","","","","","","","","","","",""
"60229","post","blue-boutique-hotel","","","no","","","","","","","","","","","","","","",""
"60239","post","hotel-vila-aleksander","","","no","","","","","","","","","","","","","","",""
"60249","post","hotel-antigone","","","no","","","","","","","","","","","","","","",""
"60256","post","hotel-lotus","","","no","","","","","","","","","","","","","","",""
"60263","post","hotel-jali","","","no","","","","","","","","","","","","","","",""
"60273","post","guest-house-plazhi-dhermi","","","no","","","","","","","","","","","","","","",""
"60283","post","hotel-cakalli","","","no","","","","","","","","","","","","","","",""
"60290","post","hotel-edland","","","no","","","","","","","","","","","","","","",""
"60297","post","cavo-paradise","","","no","","","","","","","","","","","","","","",""
"60308","post","ionian-gateway","","","no","","","","","","","","","","","","","","",""
"60319","post","cold-water-residence","","","no","","","","","","","","","","","","","","",""
"60329","post","bora-bora-hotel-ksamil","","","no","","","","","","","","","","","","","","",""
"60339","post","hotel-villa-ambra","","","no","","","","","","","","","","","","","","",""
"60349","post","hotel-veli","","","no","","","","","","","","","","","","","","",""
"60355","post","hotel-artur2","","","no","","","","","","","","","","","","","","",""
"60365","post","villa-nertili","","","no","","","","","","","","","","","","","","",""
"60375","post","guest-house-luiza","","","no","","","","","","","","","","","","","","",""
"60385","post","milingona-city-center-hostel","","","no","","","","","","","","","","","","","","",""
"60392","post","veranda-bb","","","no","","","","","","","","","","","","","","",""
"60402","post","oskar-hotel","","","no","","","","","","","","","","","","","","",""
"60413","post","apartment-angel","","","no","","","","","","","","","","","","","","",""
"60423","post","aparthotel-shkodra","","","no","","","","","","","","","","","","","","",""
"60433","post","hotel-kodra","","","no","","","","","","","","","","","","","","",""
"60440","post","sea-breeze-apartment-bougainville-bay","","","no","","","","","","","","","","","","","","",""
"60450","post","star-hotel-saranda","","","no","","","","","","","","","","","","","","",""
"60457","post","vlora-backpackers-hostel-bar-lungomare","","","no","","","","","","","","","","","","","","",""
"60464","post","tomor-shehu-guest-house","","","no","","","","","","","","","","","","","","",""
"60471","post","lodges-shen-nikolla","","","no","","","","","","","","","","","","","","",""
"60481","post","bb-artistic-tirana","","","no","","","","","","","","","","","","","","",""
"60488","post","ideal-aparthotel-saranda","","","no","","","","","","","","","","","","","","",""
"60498","post","relax-apts-saranda","","","no","","","","","","","","","","","","","","",""
"60505","post","orange-studio-sea-view","","","no","","","","","","","","","","","","","","",""
"60515","post","konaku-guest-house","","","no","","","","","","","","","","","","","","",""
"60525","post","hotel-havana","","","no","","","","","","","","","","","","","","",""
"60532","post","studio-vlora","","","no","","","","","","","","","","","","","","",""
"60539","post","apartment-bay-bougainville-bay-resort","","","no","","","","","","","","","","","","","","",""
"60549","post","hotel-piccolino","","","no","","","","","","","","","","","","","","",""
"60556","post","apartments-il-fiore","","","no","","","","","","","","","","","","","","",""
"60563","post","hotel-bicaj","","","no","","","","","","","","","","","","","","",""
"60570","post","adriatic-apartments-albania","","","no","","","","","","","","","","","","","","",""
"60577","post","guesthouse-lord-byron","","","no","","","","","","","","","","","","","","",""
"60584","post","center-apartment-easy","","","no","","","","","","","","","","","","","","",""
"60591","post","hostel-mangalem","","","no","","","","","","","","","","","","","","",""
"60601","post","hotel-domino","","","no","","","","","","","","","","","","","","",""
"60608","post","guest-house-adi-doga","","","no","","","","","","","","","","","","","","",""
"60618","post","beachfront-apartment","","","no","","","","","","","","","","","","","","",""
"60629","post","hotel-real","","","no","","","","","","","","","","","","","","",""
"60636","post","hotel-blue-days","","","no","","","","","","","","","","","","","","",""
"60646","post","residence-martin-21","","","no","","","","","","","","","","","","","","",""
"60653","post","hotel-belle-vue","","","no","","","","","","","","","","","","","","",""
"60664","post","white-residence-luxury-apartments","","","no","","","","","","","","","","","","","","",""
"60674","post","blue-paradise-hotel","","","no","","","","","","","","","","","","","","",""
"60685","post","hotel-rezidenca-desaret","","","no","","","","","","","","","","","","","","",""
"60692","post","radhima-beach-apartment-tirana-resort","","","no","","","","","","","","","","","","","","",""
"60703","post","hotel-myrtaj","","","no","","","","","","","","","","","","","","",""
"60720","post","nefelis-rooms","","","no","","","","","","","","","","","","","","",""
"60731","post","hotel-hasmegaj","","","no","","","","","","","","","","","","","","",""
"60738","post","artistic-tirana-blloku","","","no","","","","","","","","","","","","","","",""
"60745","post","vila-ester","","","no","","","","","","","","","","","","","","",""
"60755","post","hotel-vila-giorgio","","","no","","","","","","","","","","","","","","",""
"60762","post","hotel-kapri","","","no","","","","","","","","","","","","","","",""
"60769","post","apartments-on-the-beach","","","no","","","","","","","","","","","","","","",""
"60779","post","the-red-bricks-hotel","","","no","","","","","","","","","","","","","","",""
"60786","post","rooms-merlika-inside-the-castle","","","no","","","","","","","","","","","","","","",""
"60793","post","hotel-gold","","","no","","","","","","","","","","","","","","",""
"60800","post","ion-sea-view","","","no","","","","","","","","","","","","","","",""
"60807","post","kenos-apartment","","","no","","","","","","","","","","","","","","",""
"60814","post","villa-oden","","","no","","","","","","","","","","","","","","",""
"60824","post","port-side-sarande","","","no","","","","","","","","","","","","","","",""
"60834","post","rozafa-ferry-accommodation","","","no","","","","","","","","","","","","","","",""
"60842","post","my-apartments-durres","","","no","","","","","","","","","","","","","","",""
"60849","post","central-comfy-apartment","","","no","","","","","","","","","","","","","","",""
"60859","post","real-scampis-hotel","","","no","","","","","","","","","","","","","","",""
"60866","post","kalemis-beachside-hotel","","","no","","","","","","","","","","","","","","",""
"60876","post","shpella-guesthouse-theth","","","no","","","","","","","","","","","","","","",""
"60886","post","guesthouse-alvaro-kadiu","","","no","","","","","","","","","","","","","","",""
"60896","post","villa-themistokli","","","no","","","","","","","","","","","","","","",""
"60903","post","hotel-central","","","no","","","","","","","","","","","","","","",""
"60910","post","joy-hotel","","","no","","","","","","","","","","","","","","",""
"60920","post","hotel-aliko","","","no","","","","","","","","","","","","","","",""
"60928","post","vila-kosteli","","","no","","","","","","","","","","","","","","",""
"60936","post","floras-guesthouse-the-fir-gate","","","no","","","","","","","","","","","","","","",""
"60943","post","villa-goxhi","","","no","","","","","","","","","","","","","","",""
"60953","post","hotel-joan","","","no","","","","","","","","","","","","","","",""
"60960","post","kore-guest-house","","","no","","","","","","","","","","","","","","",""
"60967","post","rezidenca-kalter-durres","","","no","","","","","","","","","","","","","","",""
"60978","post","titania-hotel","","","no","","","","","","","","","","","","","","",""
"60988","post","hotel-divers","","","no","","","","","","","","","","","","","","",""
"60995","post","diamond-hill-resort-spa","","","no","","","","","","","","","","","","","","",""
"61002","post","kristina-suites","","","no","","","","","","","","","","","","","","",""
"61013","post","hotel-rossi","","","no","","","","","","","","","","","","","","",""
"61020","post","jasmina-apartments","","","no","","","","","","","","","","","","","","",""
"61031","post","guesthouse-niko","","","no","","","","","","","","","","","","","","",""
